S_INT_id	A_INT_content_id	S_BOL_available	A_INT_tab	C_INT_new_tab	A_INT_type	A_INT_across_server_group	S_ARR_server_groups	S_INT_trigger_type	S_STR_trigger_val	S_BOL_reopen	S_STR_open_day_limit	S_STR_trigger_rept	S_STR_forecast_before_start	S_STR_duration	S_STR_close_after_end	S_INT_special_type	S_STR_special_val	S_INT_level_condition	S_INT_level_val
1020152	2001	1	99	2	202	0	[]	1	2026-03-14 00:00:00	0	0h	0h	0h	5d	0h	6	2026-02-28 00:00:00	0	0
1020153	2001	1	99	2	3	0	[]	1	2026-03-14 00:00:00	0	0h	0d	0h	5d	24h	6	2026-02-28 00:00:00	0	0
1020154	22	1	99	2	53	0	[]	1	2026-03-14 00:00:00	0	0h	0d	0h	7d	0h	6	2026-02-28 00:00:00	0	0
1020155	2001	1	99	2	5	0	[]	1	2026-03-14 00:00:00	0	0h	0h	0h	6d	0h	6	2026-02-28 00:00:00	0	0
1020156	3001	1	99	2	18	0	[]	1	2026-03-14 00:00:00	0	0h	0h	0h	5d	0h	6	2026-02-28 00:00:00	0	0
1020157	4001	1	99	5	78	0	[]	4	2026-03-22 00:00:00	0	0h	0h	0h	6d	0h	6	2026-03-08 00:00:00	0	0
1020158	4001	1	99	5	202	0	[]	1	2026-03-22 00:00:00	0	0h	0h	0h	5d	0h	6	2026-03-08 00:00:00	0	0
1020159	30	1	99	5	53	0	[]	1	2026-03-22 00:00:00	0	0h	0d	0h	7d	0h	6	2026-03-08 00:00:00	0	0
1020161	1001	1	99	1	124	4	[]	1	2026-03-29 00:00:00	0	0h	0h	0h	8d	24h	6	2026-03-15 00:00:00	0	0
1020162	15	1	99	1	53	0	[]	4	2026-03-29 00:00:00	0	0h	0h	0h	9d	0h	6	2026-03-15 00:00:00	0	0
1020163	1001	1	99	1	37	0	[]	4	2026-03-29 00:00:00	0	0h	0h	0h	8d	0h	6	2026-03-15 00:00:00	0	0
1020164	1001	1	99	1	3	0	[]	1	2026-03-29 00:00:00	0	0h	0d	0h	7d	24h	6	2026-03-15 00:00:00	0	0
1020165	1001	1	99	1	5	0	[]	1	2026-03-29 00:00:00	0	0h	0d	0h	8d	0h	6	2026-03-15 00:00:00	0	0
1020166	1001	1	99	1	80	0	[]	1	2026-03-29 00:00:00	0	0h	0h	0h	7d	0h	6	2026-03-15 00:00:00	0	0
1020167	1001	1	99	1	18	0	[]	1	2026-03-29 00:00:00	0	0h	0h	0h	7d	0h	6	2026-03-15 00:00:00	0	0
1020171	4001	1	99	5	78	0	[]	4	2026-04-08 00:00:00	0	0h	0h	0h	6d	0h	6	2026-03-25 00:00:00	0	0
1020172	4001	1	99	5	202	0	[]	1	2026-04-08 00:00:00	0	0h	0h	0h	5d	0h	6	2026-03-25 00:00:00	0	0
1020173	30	1	99	5	53	0	[]	1	2026-04-08 00:00:00	0	0h	0d	0h	7d	0h	6	2026-03-25 00:00:00	0	0
1020174	4001	1	99	5	84	0	[]	4	2026-04-08 00:00:00	0	0h	0d	0h	5d	0h	6	2026-03-25 00:00:00	0	0
1020181	2001	1	99	2	125	5	[]	1	2026-04-16 00:00:00	0	0h	0h	0h	6d	24h	6	2026-04-02 00:00:00	0	0
1020182	2001	1	99	2	3	0	[]	1	2026-04-16 00:00:00	0	0h	0d	0h	5d	24h	6	2026-04-02 00:00:00	0	0
1020183	22	1	99	2	53	0	[]	1	2026-04-16 00:00:00	0	0h	0d	0h	7d	0h	6	2026-04-02 00:00:00	0	0
1020184	2001	1	99	2	5	0	[]	1	2026-04-16 00:00:00	0	0h	0h	0h	6d	0h	6	2026-04-02 00:00:00	0	0
1020185	3001	1	99	2	18	0	[]	1	2026-04-16 00:00:00	0	0h	0h	0h	5d	0h	6	2026-04-02 00:00:00	0	0
1020186	5001	1	99	7	85	0	[]	4	2026-04-23 00:00:00	0	0h	0h	0h	6d	0h	6	2026-04-09 00:00:00	0	0
1020187	5001	1	99	7	202	0	[]	1	2026-04-23 00:00:00	0	0h	0h	0h	5d	0h	6	2026-04-09 00:00:00	0	0
1020188	31	1	99	7	53	0	[]	1	2026-04-23 00:00:00	0	0h	0d	0h	7d	0h	6	2026-04-09 00:00:00	0	0
1020189	5001	1	99	7	84	0	[]	4	2026-04-23 00:00:00	0	0h	0d	0h	5d	0h	6	2026-04-09 00:00:00	0	0
3500000	1012	1	101	0	32	0	[]	3	0d	0	21d	0h	0h	3600d	0h	0	0	0	0
3500001	20001	1	99	107	12	0	[]	1	2026-06-01 00:00:00	0	0h	0d	0h	7d	0h	6	2026-05-11 00:00:00	0	0
3500002	3001	1	99	107	59	0	[]	1	2026-06-01 00:00:00	0	0h	0d	0h	7d	0h	6	2026-05-11 00:00:00	0	0
3500003	903	1	99	107	37	0	[]	1	2026-06-01 00:00:00	0	0h	0d	0h	7d	0h	6	2026-05-11 00:00:00	0	0
3500004	20002	1	99	108	12	0	[]	2	21d	0	0h	0d	0h	7d	0h	5	2026-05-11 00:00:00	0	0
3500005	3002	1	99	108	59	0	[]	2	21d	0	0h	0d	0h	7d	0h	5	2026-05-11 00:00:00	0	0
3500006	904	1	99	108	37	0	[]	2	21d	0	0h	0d	0h	7d	0h	5	2026-05-11 00:00:00	0	0
3500010	20003	1	99	109	12	0	[]	1	2026-06-15 00:00:00	1	28d	28d	0h	7d	0h	0	0	0	0
3500011	3003	1	99	109	59	0	[]	1	2026-06-15 00:00:00	1	28d	28d	0h	7d	0h	0	0	0	0
3500012	905	1	99	109	37	0	[]	1	2026-06-15 00:00:00	1	28d	28d	0h	7d	0h	0	0	0	0
3500013	20004	1	99	110	12	0	[]	1	2026-06-29 00:00:00	1	42d	28d	0h	7d	0h	0	0	0	0
3500014	3004	1	99	110	59	0	[]	1	2026-06-29 00:00:00	1	42d	28d	0h	7d	0h	0	0	0	0
3500015	906	1	99	110	37	0	[]	1	2026-06-29 00:00:00	1	42d	28d	0h	7d	0h	0	0	0	0
1020191	1002	1	99	1	122	6	[]	1	2026-04-29 00:00:00	0	0h	0h	0h	8d	24h	6	2026-04-15 00:00:00	0	0
1020192	15	1	99	1	53	0	[]	4	2026-04-29 00:00:00	0	0h	0h	0h	9d	0h	6	2026-04-15 00:00:00	0	0
1020193	1002	1	99	1	37	0	[]	4	2026-04-29 00:00:00	0	0h	0h	0h	8d	0h	6	2026-04-15 00:00:00	0	0
1020194	1002	1	99	1	3	0	[]	1	2026-04-29 00:00:00	0	0h	0d	0h	7d	24h	6	2026-04-15 00:00:00	0	0
1020195	1002	1	99	1	5	0	[]	1	2026-04-29 00:00:00	0	0h	0d	0h	8d	0h	6	2026-04-15 00:00:00	0	0
1020196	1002	1	99	1	80	0	[]	1	2026-04-29 00:00:00	0	0h	0h	0h	7d	0h	6	2026-04-15 00:00:00	0	0
1020197	1002	1	99	1	18	0	[]	1	2026-04-29 00:00:00	0	0h	0h	0h	7d	0h	6	2026-04-15 00:00:00	0	0
1020201	4001	1	99	5	78	0	[]	4	2026-05-09 00:00:00	0	0h	0h	0h	6d	0h	6	2026-04-25 00:00:00	0	0
1020202	4001	1	99	5	202	0	[]	1	2026-05-09 00:00:00	0	0h	0h	0h	5d	0h	6	2026-04-25 00:00:00	0	0
1020203	30	1	99	5	53	0	[]	1	2026-05-09 00:00:00	0	0h	0d	0h	7d	0h	6	2026-04-25 00:00:00	0	0
1020204	4001	1	99	5	84	0	[]	4	2026-05-09 00:00:00	0	0h	0d	0h	5d	0h	6	2026-04-25 00:00:00	0	0
1020211	2001	1	99	2	104	7	[]	1	2026-05-16 00:00:00	0	0h	0h	0h	6d	24h	6	2026-05-02 00:00:00	0	0
1020212	2001	1	99	2	202	0	[]	1	2026-05-16 00:00:00	0	0h	0h	0h	5d	0h	6	2026-05-02 00:00:00	0	0
1020213	2001	1	99	2	3	0	[]	1	2026-05-16 00:00:00	0	0h	0d	0h	5d	24h	6	2026-05-02 00:00:00	0	0
1020214	22	1	99	2	53	0	[]	1	2026-05-16 00:00:00	0	0h	0d	0h	7d	0h	6	2026-05-02 00:00:00	0	0
1020215	2001	1	99	2	5	0	[]	1	2026-05-16 00:00:00	0	0h	0h	0h	6d	0h	6	2026-05-02 00:00:00	0	0
1020216	3001	1	99	2	18	0	[]	1	2026-05-16 00:00:00	0	0h	0h	0h	5d	0h	6	2026-05-02 00:00:00	0	0
1020221	5001	1	99	7	85	0	[]	4	2026-05-23 00:00:00	0	0h	0h	0h	6d	0h	6	2026-05-09 00:00:00	0	0
1020222	5001	1	99	7	202	0	[]	1	2026-05-23 00:00:00	0	0h	0h	0h	5d	0h	6	2026-05-09 00:00:00	0	0
1020223	31	1	99	7	53	0	[]	1	2026-05-23 00:00:00	0	0h	0d	0h	7d	0h	6	2026-05-09 00:00:00	0	0
1020224	5001	1	99	7	84	0	[]	4	2026-05-23 00:00:00	0	0h	0d	0h	5d	0h	6	2026-05-09 00:00:00	0	0
1020231	1003	1	99	1	122	8	[]	1	2026-05-30 00:00:00	0	0h	0h	0h	8d	24h	6	2026-05-16 00:00:00	0	0
1020232	15	1	99	1	53	0	[]	4	2026-05-30 00:00:00	0	0h	0h	0h	9d	0h	6	2026-05-16 00:00:00	0	0
1020233	1003	1	99	1	37	0	[]	4	2026-05-30 00:00:00	0	0h	0h	0h	8d	0h	6	2026-05-16 00:00:00	0	0
1020234	1003	1	99	1	3	0	[]	1	2026-05-30 00:00:00	0	0h	0d	0h	7d	24h	6	2026-05-16 00:00:00	0	0
1020235	1003	1	99	1	5	0	[]	1	2026-05-30 00:00:00	0	0h	0d	0h	8d	0h	6	2026-05-16 00:00:00	0	0
1020236	1003	1	99	1	80	0	[]	1	2026-05-30 00:00:00	0	0h	0h	0h	7d	0h	6	2026-05-16 00:00:00	0	0
1020237	1003	1	99	1	18	0	[]	1	2026-05-30 00:00:00	0	0h	0h	0h	7d	0h	6	2026-05-16 00:00:00	0	0
1020241	4001	1	99	5	78	0	[]	4	2026-06-08 00:00:00	0	0h	0h	0h	6d	0h	6	2026-05-25 00:00:00	0	0
1020242	4001	1	99	5	202	0	[]	1	2026-06-08 00:00:00	0	0h	0h	0h	5d	0h	6	2026-05-25 00:00:00	0	0
1020243	30	1	99	5	53	0	[]	1	2026-06-08 00:00:00	0	0h	0d	0h	7d	0h	6	2026-05-25 00:00:00	0	0
1020244	4001	1	99	5	84	0	[]	4	2026-06-08 00:00:00	0	0h	0d	0h	5d	0h	6	2026-05-25 00:00:00	0	0
1020251	1004	1	99	1	126	9	[]	1	2026-06-16 00:00:00	0	0h	0h	0h	8d	24h	6	2026-06-02 00:00:00	0	0
1020252	15	1	99	1	53	0	[]	4	2026-06-16 00:00:00	0	0h	0h	0h	9d	0h	6	2026-06-02 00:00:00	0	0
1020253	1004	1	99	1	37	0	[]	4	2026-06-16 00:00:00	0	0h	0h	0h	8d	0h	6	2026-06-02 00:00:00	0	0
1020254	1004	1	99	1	3	0	[]	1	2026-06-16 00:00:00	0	0h	0d	0h	168h	24h	6	2026-06-02 00:00:00	0	0
1020255	1004	1	99	1	5	0	[]	1	2026-06-16 00:00:00	0	0h	0d	0h	168h	0h	6	2026-06-02 00:00:00	0	0
1020256	1004	1	99	1	80	0	[]	1	2026-06-16 00:00:00	0	0h	0h	0h	7d	0h	6	2026-06-02 00:00:00	0	0
1020257	1004	1	99	1	18	0	[]	1	2026-06-16 00:00:00	0	0h	0h	0h	7d	0h	6	2026-06-02 00:00:00	0	0
1020271	2002	1	99	2	125	10	[]	1	2026-07-01 00:00:00	0	0h	0h	0h	6d	24h	6	2026-06-17 00:00:00	0	0
1020272	22	1	99	2	53	0	[]	1	2026-07-01 00:00:00	0	0h	0d	0h	7d	0h	6	2026-06-17 00:00:00	0	0
1020273	2002	1	99	2	202	0	[]	1	2026-07-01 00:00:00	0	0h	0h	0h	5d	0h	6	2026-06-17 00:00:00	0	0
1020274	2002	1	99	2	3	0	[]	1	2026-07-01 00:00:00	0	0h	0d	0h	5d	24h	6	2026-06-17 00:00:00	0	0
1020275	2002	1	99	2	5	0	[]	1	2026-07-01 00:00:00	0	0h	0h	0h	6d	0h	6	2026-06-17 00:00:00	0	0
1020276	3002	1	99	2	18	0	[]	1	2026-07-01 00:00:00	0	0h	0h	0h	5d	0h	6	2026-06-17 00:00:00	0	0
1020261	5001	1	99	7	85	0	[]	4	2026-06-25 00:00:00	0	0h	0h	0h	6d	0h	6	2026-06-11 00:00:00	0	0
1020262	5001	1	99	7	202	0	[]	1	2026-06-25 00:00:00	0	0h	0h	0h	5d	0h	6	2026-06-11 00:00:00	0	0
1020263	31	1	99	7	53	0	[]	1	2026-06-25 00:00:00	0	0h	0d	0h	7d	0h	6	2026-06-11 00:00:00	0	0
1020264	5001	1	99	7	84	0	[]	4	2026-06-25 00:00:00	0	0h	0d	0h	5d	0h	6	2026-06-11 00:00:00	0	0
1020281	4001	1	99	5	78	0	[]	4	2026-07-08 00:00:00	0	0h	0h	0h	6d	0h	6	2026-06-24 00:00:00	0	0
1020282	4001	1	99	5	202	0	[]	1	2026-07-08 00:00:00	0	0h	0h	0h	5d	0h	6	2026-06-24 00:00:00	0	0
1020283	30	1	99	5	53	0	[]	1	2026-07-08 00:00:00	0	0h	0d	0h	7d	0h	6	2026-06-24 00:00:00	0	0
1020284	4001	1	99	5	84	0	[]	4	2026-07-08 00:00:00	0	0h	0d	0h	5d	0h	6	2026-06-24 00:00:00	0	0
1020301	1005	1	99	1	127	11	[]	1	2026-07-15 00:00:00	0	0h	0h	0h	10d	24h	6	2026-07-01 00:00:00	0	0
1020302	1005	1	99	1	128	11	[]	1	2026-07-15 00:00:00	0	0h	0h	0h	10d	24h	6	2026-07-01 00:00:00	0	0
1020303	15	1	99	1	53	0	[]	4	2026-07-15 00:00:00	0	0h	0h	0h	11d	0h	6	2026-07-01 00:00:00	0	0
1020304	1005	1	99	1	37	0	[]	4	2026-07-15 00:00:00	0	0h	0h	0h	10d	0h	6	2026-07-01 00:00:00	0	0
1020305	1005	1	99	1	3	0	[]	1	2026-07-15 00:00:00	0	0h	0d	0h	7d	24h	6	2026-07-01 00:00:00	0	0
1020306	1005	1	99	1	5	0	[]	1	2026-07-15 00:00:00	0	0h	0d	0h	10d	0h	6	2026-07-01 00:00:00	0	0
1020307	1005	1	99	1	80	0	[]	1	2026-07-15 00:00:00	0	0h	0h	0h	7d	0h	6	2026-07-01 00:00:00	0	0
1020308	1005	1	99	1	18	0	[]	1	2026-07-15 00:00:00	0	0h	0h	0h	7d	0h	6	2026-07-01 00:00:00	0	0
1020309	6001	1	99	1	104	11	[]	1	2026-07-19 00:00:00	0	0h	0h	0h	5d	24h	6	2026-07-01 00:00:00	0	0
1020310	6001	1	99	1	202	0	[]	1	2026-07-19 00:00:00	0	0h	0h	0h	4d	0h	6	2026-07-01 00:00:00	0	0
1020311	6003	1	99	1	120	11	[]	1	2026-07-15 00:00:00	0	0h	0h	0h	10d	0h	6	2026-07-01 00:00:00	0	0
1020312	6002	1	99	1	47	0	[]	1	2026-07-25 00:00:00	0	0h	0h	0h	2d	0h	6	2026-07-01 00:00:00	0	0
1020313	1005	1	99	6	123	11	[]	1	2026-07-15 00:00:00	0	0h	0h	0h	10d	0h	6	2026-07-01 00:00:00	0	0
1020314	1005	1	99	0	112	0	[]	4	2026-07-15 00:00:00	0	0h	0h	0h	7d	0h	6	2026-07-01 00:00:00	0	0
1020315	1006	1	99	0	112	0	[]	4	2026-07-22 00:00:00	0	0h	0h	0h	7d	0h	6	2026-07-01 00:00:00	0	0
1020291	5001	1	99	7	85	0	[]	14	1	1	0h	0h	0h	6d	0h	0	0	0	0
1020292	5001	1	99	7	202	0	[]	13	2	1	0h	0h	0h	5d	0h	0	0	0	0
1020293	31	1	99	7	53	0	[]	13	3	1	0h	0d	0h	7d	0h	0	0	0	0
1020294	5001	1	99	7	84	0	[]	14	4	1	0h	0d	0h	5d	0h	0	0	0	0
1020321	2002	1	99	2	125	12	[]	1	2026-08-03 00:00:00	0	0h	0h	0h	6d	24h	6	2026-07-20 00:00:00	0	0
1020322	22	1	99	2	53	0	[]	1	2026-08-03 00:00:00	0	0h	0d	0h	7d	0h	6	2026-07-20 00:00:00	0	0
1020323	2002	1	99	2	202	0	[]	1	2026-08-03 00:00:00	0	0h	0h	0h	5d	0h	6	2026-07-20 00:00:00	0	0
1020324	2002	1	99	2	3	0	[]	1	2026-08-03 00:00:00	0	0h	0d	0h	5d	24h	6	2026-07-20 00:00:00	0	0
1020325	2002	1	99	2	5	0	[]	1	2026-08-03 00:00:00	0	0h	0h	0h	6d	0h	6	2026-07-20 00:00:00	0	0
1020326	3002	1	99	2	18	0	[]	1	2026-08-03 00:00:00	0	0h	0h	0h	5d	0h	6	2026-07-20 00:00:00	0	0
1020331	1001	1	99	1	124	13	[]	1	2026-08-18 00:00:00	0	0h	0h	0h	8d	24h	6	2026-08-04 00:00:00	0	0
1020332	15	1	99	1	53	0	[]	4	2026-08-18 00:00:00	0	0h	0h	0h	9d	0h	6	2026-08-04 00:00:00	0	0
1020333	1001	1	99	1	37	0	[]	4	2026-08-18 00:00:00	0	0h	0h	0h	8d	0h	6	2026-08-04 00:00:00	0	0
1020334	1001	1	99	1	3	0	[]	1	2026-08-18 00:00:00	0	0h	0d	0h	7d	24h	6	2026-08-04 00:00:00	0	0
1020335	1001	1	99	1	5	0	[]	1	2026-08-18 00:00:00	0	0h	0d	0h	8d	0h	6	2026-08-04 00:00:00	0	0
1020336	1001	1	99	1	80	0	[]	1	2026-08-18 00:00:00	0	0h	0h	0h	7d	0h	6	2026-08-04 00:00:00	0	0
1020337	1001	1	99	1	18	0	[]	1	2026-08-18 00:00:00	0	0h	0h	0h	7d	0h	6	2026-08-04 00:00:00	0	0
1020341	4001	1	99	5	78	0	[]	14	11	1	0h	0h	0h	6d	0h	0	0	0	0
1020342	4001	1	99	5	202	0	[]	13	12	1	0h	0h	0h	5d	0h	0	0	0	0
1020343	30	1	99	5	53	0	[]	13	13	1	0h	0d	0h	7d	0h	0	0	0	0
1020344	4001	1	99	5	84	0	[]	14	14	1	0h	0d	0h	5d	0h	0	0	0	0
1020351	2003	1	99	2	129	14	[]	1	2026-09-05 00:00:00	0	0h	0h	0h	6d	24h	6	2026-08-22 00:00:00	0	0
1020352	22	1	99	2	53	0	[]	1	2026-09-05 00:00:00	0	0h	0d	0h	7d	0h	6	2026-08-22 00:00:00	0	0
1020353	2003	1	99	2	202	0	[]	1	2026-09-05 00:00:00	0	0h	0h	0h	5d	0h	6	2026-08-22 00:00:00	0	0
1020354	2003	1	99	2	3	0	[]	1	2026-09-05 00:00:00	0	0h	0d	0h	5d	24h	6	2026-08-22 00:00:00	0	0
1020355	2003	1	99	2	5	0	[]	1	2026-09-05 00:00:00	0	0h	0h	0h	6d	0h	6	2026-08-22 00:00:00	0	0
1020356	3003	1	99	2	18	0	[]	1	2026-09-05 00:00:00	0	0h	0h	0h	5d	0h	6	2026-08-22 00:00:00	0	0
1020361	1002	1	99	1	122	15	[]	1	2026-09-25 00:00:00	0	0h	0h	0h	12d	24h	6	2026-09-11 00:00:00	0	0
1020362	6001	1	99	1	104	15	[]	1	2026-09-30 00:00:00	0	0h	0h	0h	6d	24h	6	2026-09-11 00:00:00	0	0
1020363	15	1	99	1	53	0	[]	4	2026-09-25 00:00:00	0	0h	0h	0h	13d	0h	6	2026-09-11 00:00:00	0	0
1020364	1002	1	99	1	37	0	[]	4	2026-09-25 00:00:00	0	0h	0h	0h	12d	0h	6	2026-09-11 00:00:00	0	0
1020365	1002	1	99	1	3	0	[]	1	2026-09-25 00:00:00	0	0h	0d	0h	7d	24h	6	2026-09-11 00:00:00	0	0
1020366	1002	1	99	1	80	0	[]	1	2026-09-25 00:00:00	0	0h	0h	0h	7d	0h	6	2026-09-11 00:00:00	0	0
1020367	6001	1	99	1	202	0	[]	1	2026-09-30 00:00:00	0	0h	0h	0h	5d	0h	6	2026-09-11 00:00:00	0	0
1020368	1002	1	99	1	128	15	[]	1	2026-09-25 00:00:00	0	0h	0h	0h	12d	24h	6	2026-09-11 00:00:00	0	0
1020369	1002	1	99	1	5	0	[]	1	2026-09-25 00:00:00	0	0h	0d	0h	12d	0h	6	2026-09-11 00:00:00	0	0
1020370	1002	1	99	1	18	0	[]	1	2026-09-25 00:00:00	0	0h	0h	0h	7d	0h	6	2026-09-11 00:00:00	0	0
1020371	6003	1	99	1	120	15	[]	1	2026-09-25 00:00:00	0	0h	0h	0h	12d	0h	6	2026-09-11 00:00:00	0	0
1020372	6002	1	99	1	47	0	[]	1	2026-10-07 00:00:00	0	0h	0h	0h	2d	0h	6	2026-09-11 00:00:00	0	0
1020373	1002	1	99	6	123	15	[]	1	2026-09-25 00:00:00	0	0h	0h	0h	12d	0h	6	2026-09-11 00:00:00	0	0
1020374	1002	1	99	0	112	0	[]	4	2026-09-25 00:00:00	0	0h	0h	0h	7d	0h	6	2026-09-11 00:00:00	0	0
1020375	1002	1	99	0	112	0	[]	4	2026-10-02 00:00:00	0	0h	0h	0h	7d	0h	6	2026-09-11 00:00:00	0	0
